wine_id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
818,7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6
819,6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6
820,5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5
821,7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8,6
822,7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,6
823,6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,6
824,6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,7
825,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
826,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
827,7.4,0.4,0.41,14.1,0.053,37,194,0.99886,3.2,0.63,9.4,6
828,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6
829,7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6
830,6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,7
831,6.8,0.26,0.56,11.9,0.043,64,226,0.997,3.02,0.63,9.3,5
832,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
833,6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,7
834,6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1,6
835,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5
836,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6
837,7.2,0.22,0.24,1.4,0.041,17,159,0.99196,3.25,0.53,11.2,6
838,6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,6
839,7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,6
840,7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,6
841,6.6,0.32,0.33,2.5,0.052,40,210,0.99316,3.15,0.6,10,5
842,6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,8
843,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8
844,6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,5
845,5.8,0.385,0.25,3.7,0.031,38,122,0.99128,3.2,0.63,11.2,6
846,6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,6
847,7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6
848,6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5
849,6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,7
850,6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1,7
851,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6
852,8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11,6
853,8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5,4
854,6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,6
855,8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8,6
856,6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6
857,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7
858,6.8,0.25,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2,7
859,6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2,5
860,8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,6
861,6.9,0.36,0.35,8.6,0.038,37,125,0.9916,3,0.32,12.4,8
862,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,5
863,5.9,0.655,0,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,4
864,7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5
865,7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5
866,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,5
867,6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,6
868,6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4,5
869,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6
870,7.8,0.42,0.26,9.2,0.058,34,199,0.9972,3.14,0.55,9.3,6
871,5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8
872,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,5
873,7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6
874,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7
875,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6
876,6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6
877,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5
878,6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6,6
879,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7
880,8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6
881,6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.15,7
882,6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2,7
883,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,5
884,9.2,0.34,0.54,17.3,0.06,46,235,1.00182,3.08,0.61,8.8,6
885,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5
886,6.7,0.25,0.26,1.55,0.041,118.5,216,0.9949,3.55,0.63,9.4,3
887,7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,7
888,7,0.24,0.34,3,0.035,36,102,0.9905,3.18,0.43,12.2,6
889,5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,6
890,6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,6
891,6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,6
892,7.1,0.25,0.32,10.3,0.041,66,272,0.9969,3.17,0.52,9.1,6
893,5.9,0.27,0.32,2,0.034,31,102,0.98952,3.16,0.56,12.3,6
894,7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5
895,6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,6
896,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5
897,6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,5
898,5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,6
899,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
900,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6
901,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7
902,5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,7
903,6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,6
904,7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,5
905,7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5
906,6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7
907,6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,6
908,6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,5
909,6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,6
910,7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,6
911,6.9,0.19,0.35,5,0.067,32,150,0.995,3.36,0.48,9.8,5
912,6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,6
913,9.2,0.28,0.49,11.8,0.042,29,137,0.998,3.1,0.34,10.1,4
914,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5
915,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6
916,5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6
917,6.9,0.28,0.4,8.2,0.036,15,95,0.9944,3.17,0.33,10.2,5
918,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6
919,7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,6
920,6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,6
921,7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,6
922,7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,5
923,5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5
924,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6
925,7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,5
926,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
927,7.1,0.53,0.24,0.8,0.029,29,86,0.993,3.16,0.32,9.1,4
928,6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,7
929,7.3,0.36,0.62,7.1,0.033,48,185,0.99472,3.14,0.62,10.6,6
930,5.7,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6
931,7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,5
932,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5
933,5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2,6
934,5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6
935,6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,7
936,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6
937,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
938,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6
939,6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6
940,6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,5
941,7.4,0.23,0.43,1.4,0.044,22,113,0.9938,3.22,0.62,10.6,6
942,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8
943,8.3,0.25,0.49,16.8,0.048,50,228,1.0001,3.03,0.52,9.2,6
944,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5
945,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5
946,8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,5
947,6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,6
948,7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9,5
949,4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5,5
950,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
951,6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
952,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6
953,5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,6
954,6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,5
955,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,5
956,7.8,0.4,0.26,9.5,0.059,32,178,0.9955,3.04,0.43,10.9,6
957,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5
958,8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5,7
959,5.6,0.245,0.25,9.7,0.032,12,68,0.994,3.31,0.34,10.5,5
960,6.8,0.22,0.26,1.2,0.041,29,182,0.99104,3.04,0.35,11.2,5
961,6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,7
962,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7
963,6.8,0.22,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,6
964,6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1,5
965,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7
966,6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,6
967,6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8,6
968,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7
969,7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,5
970,6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,6
971,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6
972,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6
973,5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9,6
974,8.3,0.14,0.26,1.5,0.049,56,189,0.9946,3.21,0.62,9.5,6
975,7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,5
976,7.5,0.24,0.62,10.6,0.045,51,153,0.99779,3.16,0.44,8.8,5
977,7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5
978,6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7
979,7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,7
980,5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11,7
981,6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9,5
982,6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6,5
983,6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13,7
984,7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.36666667,6
985,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5
986,6.5,0.29,0.25,2.5,0.142,8,111,0.9927,3,0.44,9.9,4
987,6.6,0.24,0.27,10.3,0.047,54,219,0.99742,3.04,0.45,8.8,5
988,6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,6
989,8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4,4
990,6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,4
991,5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6
992,6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,7
993,6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,7
994,7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8,7
995,8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,7
996,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6
997,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
998,8.1,0.25,0.34,10.1,0.05,30,121,0.99724,3.17,0.49,10.1,6
999,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,7
1000,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5
1001,7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3,6
1002,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5
1003,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7
1004,6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,5
1005,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
1006,6.5,0.23,0.38,1.3,0.032,29,112,0.99298,3.29,0.54,9.7,5
1007,7.3,0.29,0.37,8.3,0.044,45,227,0.9966,3.12,0.47,9,5
1008,7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5
1009,7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7,6
1010,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7
1011,6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7
1012,6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6
1013,7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,6
1014,7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,4
1015,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5
1016,6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,6
1017,7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6
1018,6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7
1019,6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,6
1020,7.1,0.14,0.35,1.4,0.039,24,128,0.99212,2.97,0.68,10.4,5
1021,7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3,8
1022,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5
1023,7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,5
1024,9.2,0.35,0.39,0.9,0.042,15,61,0.9924,2.96,0.28,10.4,4
1025,6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,6
1026,6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,5
1027,7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6
1028,5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8
1029,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6
1030,7.6,0.23,0.29,8.6,0.053,65,146,0.9963,3.11,0.32,9.8,6
1031,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5
1032,6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,8
1033,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,5
1034,7.7,0.3,0.32,1.6,0.037,23,124,0.9919,2.93,0.33,11,6
1035,6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1,5
1036,6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11,6
1037,6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5
1038,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7
1039,6.9,0.33,0.31,4.2,0.04,21,93,0.9896,3.18,0.48,13.4,7
1040,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7
1041,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
1042,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7
1043,5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,6
1044,6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4
1045,6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,6
1046,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5
1047,5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,6
1048,6.7,0.24,0.26,12.6,0.053,44,182,0.99802,3.42,0.42,9.7,5
1049,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6
1050,6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,5
1051,6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,5
1052,5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,6
1053,5.6,0.39,0.24,4.7,0.034,27,77,0.9906,3.28,0.36,12.7,5
1054,6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8
1055,6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,6
1056,9.1,0.27,0.32,1.1,0.031,15,151,0.9936,3.03,0.41,10.6,5
1057,8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10,5
1058,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5
1059,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6
1060,6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11,7
1061,6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6,4
1062,7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,6
1063,5.8,0.36,0.38,0.9,0.037,3,75,0.9904,3.28,0.34,11.4,4
1064,6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,5
1065,6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5
1066,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
1067,7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,5
1068,6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,5
1069,6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,5
1070,6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7
1071,6.3,0.34,0.28,14.7,0.047,49,198,0.9977,3.23,0.46,9.5,5
1072,5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,6
1073,7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8
1074,6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,6
1075,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
1076,6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4,5
1077,7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,7
1078,6.8,0.19,0.32,7.05,0.019,54,188,0.9935,3.25,0.37,11.1,8
1079,7,0.15,0.34,1.4,0.039,21,177,0.9927,3.32,0.62,10.8,5
1080,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6
1081,6.9,0.31,0.33,12.7,0.038,33,116,0.9954,3.04,0.65,10.4,6
1082,6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6
1083,6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,5
1084,5.9,0.44,0.33,1.2,0.049,12,117,0.99134,3.46,0.44,11.5,5
1085,6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,6
1086,6.4,0.31,0.4,6.2,0.04,46,169,0.9953,3.15,0.46,9.3,6
1087,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8
1088,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6
1089,6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6,7
1090,6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7
1091,7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,5
1092,6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,6
1093,5.8,0.17,0.36,1.3,0.036,11,70,0.99202,3.43,0.68,10.4,7
1094,6.8,0.2,0.27,1.2,0.034,19,68,0.9902,3.14,0.37,11.7,4
1095,6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,7
1096,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6
1097,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,5
1098,8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,6
1099,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5
1100,6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6
1101,6,0.67,0.07,1.2,0.06,9,108,0.9931,3.11,0.35,8.7,4
1102,7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,4
1103,6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,6
1104,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6
1105,6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8
1106,6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,6
1107,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
1108,6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,6
1109,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5
1110,6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,6
1111,6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8
1112,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5
1113,6,0.24,0.34,1,0.036,52,184,0.99097,3.44,0.44,11.45,6
1114,5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,6
1115,5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5,5
1116,7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,7
1117,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6
1118,7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7
1119,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5
1120,8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,7
1121,6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,6
1122,6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,5
1123,8.6,0.18,0.36,1.8,0.04,24,187,0.9956,3.25,0.55,9.5,6
1124,7,0.16,0.36,2.6,0.029,28,98,0.99126,3.11,0.37,11.2,7
1125,8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7
1126,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7
1127,6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9,6
1128,7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6
